video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=BERRu2yyUDM&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@France24_en,FRANCE 24 English,Hong Kong protesters escalate fight in suburbs,6K,6 years,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN ...,2026-01-22 02:55:30.199593
/watch?v=E03t7HFQSJk&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@FoxNews,Fox News,Should the US get more involved with Hong Kong protests?,64K,6 years,Trump facing pressure to speak out against crackdown; former National Security Council official Brigadier Gen. Robert Spalding ...,2026-01-22 02:55:30.202218
/watch?v=mb5wDf-fw2w&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n0gcJCYcKAYcqIYzv,/@InsideEdition,Inside Edition,Hong Kong Protesters Use 'Les Mis' Song as Anthem,444K,6 years,"Throughout June, millions of protesters have been marching in Hong Kong in effort to withdraw an extradition bill that would send ...",2026-01-22 02:55:30.203678
/watch?v=qLxw19eJGv0&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@CBSNews,CBS News,Hong Kong protesters refuse to back down over extradition bill,14K,6 years,Protesters in Hong Kong are refusing to back down after the city's embattled leader Carrie Lam ignored a deadline to permanently ...,2026-01-22 02:55:30.206192
/watch?v=43YeR3kcESY&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@SouthChinaMorningPost,South China Morning Post,Rallies around the world in solidarity with Hong Kong extradition law protest,60K,6 years,Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Demonstrators around the globe rallied in ...,2026-01-22 02:55:30.207509
/watch?v=mkjAhlvld68&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@CBSMornings,CBS Mornings,"Hong Kong protesters barricaded: ""This university is not the last battle""",80K,6 years,Around 100 pro-democracy protesters are barricaded inside a Hong Kong university in a tense standoff with police. They're facing ...,2026-01-22 02:55:30.209246
/watch?v=jzkjKQx3HOw&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@SouthChinaMorningPost,South China Morning Post,Hong Kong’s 2014 Occupy Central vs 2019 protests,100K,6 years,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Five years after the Occupy Central movement, ...",2026-01-22 02:55:30.212340
/watch?v=j5YKKPizQi8&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@VICE,VICE,Inside Hong Kong's Fight for Freedom | Faceless (Full Film) | The Short List,556K,3 years,Faceless is an intimate portrayal of four young protestors in Hong Kong struggling to protect their freedom and way of life under ...,2026-01-22 02:55:37.980271
/watch?v=T1YlHC5ogGQ&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@BBCNews,BBC News,"Hong Kong protests: 'I was born here, I'm a Hongkonger too' - BBC News",90K,6 years,"Hong Kong is a Chinese city that has long had a vibrant ethnic minority community, many of whom are South Asian. They've come ...",2026-01-22 02:55:37.982552
/watch?v=oc_jMw8PZOg&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@CNN,CNN,Hong Kong protests over extradition bill continue,67K,6 years,Thousands of protesters in Hong Kong gathered outside the city's police headquarters demanding the government scrap a bill that ...,2026-01-22 02:55:37.984388
/watch?v=Wkhxw-FkMWU&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@France24_en,FRANCE 24 English,7 Hong Kong democracy leaders convicted over 2019 protests,707,4 years,Seven #HongKong pro-#democracy advocates were convicted Thursday on charges of organizing and participating in an ...,2026-01-22 02:55:37.985610
/watch?v=TFj1LfWpLLc&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n0gcJCYcKAYcqIYzv,/@guardiannews,Guardian News,Hong Kong protesters storm government headquarters,75K,6 years,"Hundreds of protesters have stormed the Hong Kong government building on the anniversary of the city's 1997 return to China, ...",2026-01-22 02:55:37.987395
/watch?v=-_eg8nMzAqg&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n0gcJCYcKAYcqIYzv,/@CBCTheNational,CBC News: The National,Hong Kong protests over extradition bill turn violent,7.5K,6 years,Hundreds of thousands took to the streets in Hong Kong to protest a proposed extradition law that would allow Hong Kong ...,2026-01-22 02:55:37.988668
/watch?v=suJCF1WwXng&pp=ygUhaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgSG9uZyBLb25n,/@France24_en,FRANCE 24 English,Hong Kong protesters breach the inside of parliament building,2.6K,6 years,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN ...,2026-01-22 02:55:37.989810
